raw,processed,label
"Sarapan ben kuat ngadepi PPKM
#TerminalMuntilan #SeninPPKM
#SotoTerminal https://t.co/hZgmszwcnS",sarapan ben kuat ngadepi,1
@Sukirno08192311 Mayan. Ppkm darurat,lumayan darurat,1
@kumparan Percuma PPKM darurat kalo bandara tetap dibuka untuk orang asing khususnya TKA CINA,darurat bandara tetap dibuka untuk orang asing tka cina,0
"@KemenkeuRI kan lagi PPKM min, gimana mau melangkah maju, takut nanti saat melangkah malah terpapar covid. 🥺",min melangkah maju takut melangkah terpapar covid,0
@mardiasih hmm aku PPKM malah stok indomie buat gak keluar2 kos huehuehue,hmm stok indomie keluar kos huehuehue,1
PT Jasamarga Semarang Batang Dukung Pemberlakuan PPKM Darurat di Wilayah Jawa Tengah https://t.co/FhWBYrGN4s,pt jasamarga semarang batang dukung pemberlakuan darurat wilayah jawa tengah,2
@fajrshidq PPKM - Pernah Pegang Kelam*n Mantan 🤓,pegang kelam mantan,1
Ternyata PPKM bisa diplesetkan dengan definisi yang banyak dan menghibur ya 😀,ternyata diplesetkan definisi menghibur iya,2
Nyebelin ya kalau liat sw temen masih pada nongkrong di saat ppkm kea gini,menyebalkan iya lihat sw teman nongkrong,0
@Kanseulir Tapi kata netezin yg cerdas PPKM adalah pak Presiden Kapan Mundur sepertinya ini yg paling pas,kata netezin cerdas pak presiden mundur pas,0
"Work! Guys, minta insight nya ya. Atau mungkin ada jalan keluar lain nya boleh ya 🙏.

Oh ya aku wfh full dalam jangka waktu yang lama bakalan. Ngga selama ppkm aja ini. https://t.co/T3M74xMbt7",work teman-teman meminta insight nya iya jalan keluar nya iya oh iya wfh full jangka waktu,1
"Pagi pagi gak dingin kan, masih PPKM disini https://t.co/mmK8jf3ITb",pagi pagi dingin,1
Kalo dicegat polisi di jalan ya tinggal pulang aja ribet.. sapa suruh lgi ppkm ttep masuk. Kontol,dicegat polisi jalan iya tinggal pulang ribet sapa suruh tetap masuk kontol,0
"Pagiiiii #RealAngel Senin, 5 Juli 2021 sejuk &amp; cerah. Sudah wudhu, pakai masker, lalu tetap menjaga prokes 5M dan mematuhi PPKM DARURAT memang membutuhkan kesadaran, kesabaran, &amp; keberanian. Semakin kita bersatu padu melaksanakan kata-kata, Covid-19 semakin sirna. Aamiin.❤🇮🇩 https://t.co/2Iqmij6toT",pagi senin juli sejuk amp cerah wudhu pakai masker tetap menjaga prokes mematuhi darurat membutuhkan kesadaran kesabaran amp keberanian bersatu padu melaksanakan kata kata covid sirna amin,2
"@zarazettirazr Ganti presiden ganti sistem
PPKM
#PakPresidenKapanMundur #PakPresidenKoweMunduro",ganti presiden ganti sistem,0
"@AzzamIzzulhaq Pake Istilah PPKM ""Perkumpulan Para Koruptor Maling",pakai istilah perkumpulan koruptor maling,0
"@Hamas191 @zarazettirazr Dua dua nya.
PPKM dengan gaya menekan Rakyat, TKA masuk dg bebas, emang virus itu datang terbawa angin?, Bandara tetap dibuka, apa ada faedahnya dg menekan Rakyat yg jg jd korban covid? 
Mikirrrrrr",dua dua nya gaya menekan rakyat tka masuk bebas virus datang terbawa angin bandara tetap dibuka faedahnya menekan rakyat jadi korban covid mikir,0
Virus TKA Cina dan virus dongok sdh mewabah di NKRI selama PPKM ini. https://t.co/mbpZ1R2syn,virus tka cina virus dongok mewabah nkri,0
"@sensiamat Kemana? Hati hati, inget ppkm gaboleh kluar wkwkwk",kemana hati hati ingat gaboleh keluar wkwkwk,2
"@AripArslam kebijakannya gk serius...

dari awal pandemi bukan membaik malah jd parah, grafik yg meninggalpun naik nanjak.
dl PSBB skg jadi PPKM Mikro darurat, artinya gk ada progress apa yg dikerjakan rezim @jokowi

sayang mahasiswa kita @BEM_SI @BEMUI_Official msh terlelap dlm tidurnya",kebijakannya gak serius awal pandemi membaik jadi parah grafik meninggalpun naik nanjak psbb jadi mikro darurat artinya gak progre dikerjakan rezim sayang mahasiswa terlelap tidurnya,0
"Sampai tanggal 10 Juli lah, mendukung PPKM Darurot https://t.co/Z5gBcyPs0X",tanggal juli mendukung darurot,2
"Sayang gak disebut tanggal dan jam nya! Klo benar video ini diambil saat PPKM diberlakukan berarti ya gak ada gunanya, mau tarik rem darurat, percumaaaahhh!!! https://t.co/yirCyiN1GS",sayang disebut tanggal jam nya benar video diambil diberlakukan berarti iya gunanya tarik rem darurat percumah,0
Pernah Perhatian Kemudian Menghilang (PPKM),perhatian menghilang,1
"PPKM Darurat Diberlakukan, Polisi Beri Dispensasi Perpanjangan SIM

""Terkait pelayanan SIM dan perpanjangan, bagi masyarakat yang habis masa berlakunya mulai dari 3-20 Juli 2021 maka dapat diperpanjang pada 21-27 Juli dengan mekanisme perpanjangan"" https://t.co/RdVb5cMmgp",darurat diberlakukan polisi beri dispensasi perpanjangan sim terkait pelayanan sim perpanjangan masyarakat habis masa berlakunya mulai juli diperpanjang juli mekanisme perpanjangan,1
"Ppkm darurat diterapkan, tapi kalau asing masih masuk dalam negri, ya tetep aja sia sia usahanya, jadi jangan fokus menyalahkan rakyat tapi lihatlah penyakit itu datang dari luar bukan dari dalamv",darurat diterapkan asing masuk negeri iya tetap sia sia usahanya jadi fokus menyalahkan rakyat lihatlah penyakit datang luar dalamv,0
"@geloraco PPKm, yang asing masuk.

Yang satu dikandangin buat jadi  santapan bagi lainnya",asing masuk satu dikandangin jadi santapan,0
Tolong kasih solusi @CommuterLine hari pertama PPKM namun kepadatan terjadi diluar stasiun bukannya percuma ya ? #PPKM #stasiunbojonggede https://t.co/IXR3iF6wwj,tolong kasih solusi hari pertama kepadatan terjadi diluar stasiun iya,1
PPKM = Para Pengangguran Kembali Musim,pengangguran kembali musim,0
"Percuma lu mau PPKM di rumah dowang ga kemane mane, org dluar gampang bgt masuk kok lagi bandara kaga ditutup wkwkw https://t.co/eDS6pbcU9Y",rumah dowang kemane mane orang diluar gampang banget masuk bandara ditutup wkwkw,0
"Gue yakin RSUD yg paksa org ngaku positif covid 19 gak bakal diusut. Kan begini, Luhut Panjaitan bilang jgn sebar hoaks saat PPKM Darurat. Si anies baswedan suruh herdernya sebar hoaks dtgnya TKA china. Langsung ditangkis sama si Plate katanya itu tahun 2020. Jadi menurut gue,",yakin rsud paksa orang mengaku positif covid bakal diusut luhut panjaitan bilang sebar hoaks darurat sih anies baswedan suruh herdernya sebar hoaks dtgnya tka china langsung ditangkis sih plate katanya tahun jadi menurut,0
@infoJATIASIH Min infomasi terkini ppkm darurat dijatiasih dan sekitar nya gmn nih. Pada patuh atau gmn?,min infomasi terkini darurat dijatiasih nya gimana patuh gimana,1
Buat temen temen semua yang mau lewat perbatasan bandung - subang hati hati nya euy aya operasi ppkm,teman teman lewat perbatasan bandung subang hati hati nya euy aya operasi,1
Ga suka PPKM sukanya PPK KM,suka sukanya ppk,1
"Covid-19 varian delta akan menyebar seperti kobaran api pada daerah yg tingkat vaksinnya rendah. 

Ayo yg belum divaksin segera daftar. Please patuh jg pada PPKM. https://t.co/zFKXx9VQAt",covid varian delta menyebar kobaran api daerah tingkat vaksinnya rendah ayo divaksin daftar tolong patuh,2
"PPKM = Pernah Perhatian Kemudian Menghilang, alias dighosting",perhatian menghilang alias dighosting,1
"@MkomEliya Nah itu uni,yg buruh kasar,harian lepas, pas mau survey ke lokasi ke PPKM kasihan",uni buruh kasar harian lepas pas survey lokasi kasihan,0
@angellasvydn_ Yok yok yok. Mumpung lagi dirumah efek ppkm,yuk yuk yuk dirumah efek,1
"aku suka ppkm without m. pepek. 

canda pepek.",suka without pepek canda pepek,1
"PPKM tak jelas tehnis jelas merugikan rakyat .. 
https://t.co/yAlM3HXObF",jelas tehnis jelas merugikan rakyat,0
"Arahan dan ajakan untuk tidak melakukan kegiatan dalam kerumunan besar termasuk beribadah.
Jadi mengutamakan keselamatan masyarakat banyak jauh lebih penting.
Mari kita dukung pemerintah dengan PPKM Darurat.
@jokowi Lawan Pandemi https://t.co/MwiSmNWBll",arahan ajakan untuk melakukan kegiatan kerumunan besar termasuk beribadah jadi mengutamakan keselamatan masyarakat jauh penting mari dukung pemerintah darurat lawan pandemi,2
"Patuhi Aturan PPKM
Pelaksanaan PPKM untuk menyelamatkan masyarakat https://t.co/LhITsEMIee",patuhi aturan pelaksanaan untuk menyelamatkan masyarakat,2
@adit_insomnia Sangat efektif dong ya ppkm sampe gak berasa udh tgl 21,efektif iya berasa udah tanggal,2
@susipudjiastuti bu dampak dari ppkm saya yang bekerja di parawisata tidak ada pemasukan sama sekali🥺,bu dampak bekerja parawisata pemasukan,0
"PPKM
Pas Pertama Ketemu Malu",pas pertama ketemu malu,1
"ppkm nanggung , jln gede doang ditutup tp bisa lewat jln kicil. buang2 waktu muter HAHAHAHA  🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂",nanggung jalan gede doang ditutup lewat jalan kicil buang waktu muter hahahaha,0
"Ini yg sy rangkum dr Twitter ttg arti PPKM

Pemiskinan pribumi komunis makmur
Planga Plongo Kelakuan Mukidi
Pak Presiden Kapan Mundur 
Presiden Pinter Kalau Mundur
Planga Plongo Kayak Monyet
Plintat Plintut Kayak M
Pembatasan pemerintah kurang modal
#RakyatBersatuJokowiTumbang",rangkum twitter arti pemiskinan pribumi komunis makmur planga plongo kelakuan mukidi pak presiden mundur presiden pintar mundur planga plongo monyet plintat plintut pembatasan pemerintah kurang modal,0
ppkm pak presiden kapan mundur,pak presiden mundur,0
@B0c4hkeling Dukung pelaksanaan PPKM darurat,dukung pelaksanaan darurat,2
"@detikcom Coba diganti istilahnya jadi ""PPKM GENTING,"" mungkin bisa lebih efektif, jangan lupa pelaksananya ""dimandiin kembang"" seperti dulu ada mobil yg mandiin kembang di sono. 
Siapa tahu bisa jd efektif.",coba diganti istilahnya jadi genting efektif lupa pelaksananya dimandiin kembang mobil memandikan kembang sono tahu jadi efektif,0
"Ppkm setengah hati, malah nerima warga asing dateng.
Dah lah emang goblok atau sengaja sungkem ndlosor sama asing",setengah hati menerima warga asing datang bodoh sengaja sungkem ndlosor asing,0
Liat byk org batal nikah krn ppkm darurat padahal udah siap segala macem sedi jg ya. Kalo umumin ppkm nya seminggu sebelum mungkin blm sampe sebar undangan (?) repot jg kasi tau gajadinya,lihat orang batal nikah darurat siap sedi iya umumin nya seminggu sebar undangan repot kasih tahu gajadinya,0
"Kemarin PSBB sekarang PPKM.
Bentar lagi PPKN, BALAGHOH, MANTIQ, QOWA'ID dll",kemarin psbb sebentar ppkn balaghoh mantiq qowa id dan lain-lain,1
"@maman1965 Hi kang, terima kasih sudah memberi kesempatan, berikut ini produk yg baru saja kami release dan berteoatan dengan ditetapkannya PPKM darurat.
https://t.co/nCQyr0zx9O",hai kang terima kasih memberi kesempatan berikut produk baru release berteoatan ditetapkannya darurat,1
"PPKM darurat, penyekatan utk membatasi mobikitas dilakukan jam 21.00 -04.00,
Knp jadi pagi dan sore..mgkn jam disana yg salah? 😁😁😁",darurat penyekatan untuk membatasi mobikitas dilakukan jam jadi pagi sore jam disana salah,1
"Pusat kuliner di 2 pasar ditutup sampai 20 Juli karena langgar PPKM darurat.

Bekasi bagaimana Bang Pepen @Rahmat_Effendi_?

https://t.co/MskzwjtvDM",pusat kuliner pasar ditutup juli langgar darurat bekasi mas pepen,1
efek ppkm jadi dirumah aja guys!🥵🥵 https://t.co/UFx9tPjd16,efek jadi dirumah teman-teman,1
"PELAN PELAN KITA MATI. (PPKM)

Rakyat butuh makan

Kegoblokan yg hakiki https://t.co/DiPlyJZKPo",pelan pelan mati rakyat butuh makan kegoblokan hakiki,0
"@anjares90 Disini masih terjadi perbedaan pemahaman PPKM Darurat.

PPKM Darurat bukan lockdown. Indonesia tdk/belum pernah menerapkan lockdown.",terjadi perbedaan pemahaman darurat darurat lockdown indonesia menerapkan lockdown,1
PPKM Darurat balek tidor wae lah,darurat balek tidor wae,1
"@UyokBack ini yg disesalkan 😔
bukan membantu warga terdampak PPKM Mikro darurat ala @Jokowi tetapi justru menambah beban warga krn mesti kehilangan property dagangannya...

STOPlah cara-cara gini @Puspen_TNI 🙏🏻

suara kalian mana bisul @DPR_RI ?",disesalkan membantu warga terdampak mikro darurat ala menambah beban warga mesti kehilangan property dagangannya stoplah cara cara suara bisul,0
"@geloraco Mana berani,wong masa ppkm aja malah WNA nya trs datang kan  spesial namanya",berani masa wna nya terus datang spesial namanya,0
"@Unsoedfess1963 Sama, malah waktu ppkm ini kampusku ga nerima bimbingan (dosennya kudu offline ga nerima online) jadinya nunggu tgl 20:(",waktu kampusku menerima bimbingan dosennya oflen menerima onlen jadinya menunggu tanggal,1
@zwirasakti tentaranya masih berdatangan kok.. wlo ppkm mereka tetap boleh dateng 😩,tentaranya berdatangan tetap datang,0
"PPKM, pelan pelan kita misqueen...",pelan pelan miskin,0
"Selamat pagi sobat
Semoga sehat selalu dan penuh bahagia.
Tetap patuhi prokes dan ikuti ppkm darurat.
Utk keselamatan dan kesehatan kita bersama.

Salam...
🙏🙏🙏 https://t.co/fFXD36RZtt",selamat pagi sobat semoga sehat penuh bahagia tetap patuhi prokes ikuti darurat untuk keselamatan kesehatan salam,2
"Catering langganan semenjak pindah ke cibubur namanya catering bu yati, nah selama ppkm darurat ini dia ikutan lockdown dongs😅 nyari2 alternatif dapetlah via instagram, catering bu retno.. baru hari pertama kemarin, alhamdulillah laki w cocok.. alhamdulillah ada andalan lain💃",catering langganan semenjak pindah cibubur namanya catering bu yati darurat ikutan lockdown mencari alternatif dapetlah via instagram catering bu retno baru hari pertama kemarin alhamdulillah laki cocok alhamdulillah andalan,1
"PPKM, Percepatan Penegakan Khilafah ala Min hajin nubuwwah
#SyariahPalingAdil",percepatan penegakan khilafah ala min hajin nubuwwah,1
"Ppkm darurat, kurang""i keluar rumah. Tidak boleh nongkrong dkk, Tapi tempat vaksin rame ne ra masuk akal, tidak ada sosdistance lagi 🙏 wow",darurat kurang keluar rumah nongkrong dan kawan-kawan tempat vaksin ramai ra masuk akal sosdistance wow,0
"@Unsoedfess1963 Engga, lg ppkm soalnya jd mending olahraga aja di kos",soalnya jadi lebih baik olahraga kos,2
"ppkm, tp ada berita orang china ada yang dateng ke indonesia. Uhuy. Kaya tahun lalu. Ppkm dpt berita kek gt juga. jadi suudzon 😥",berita orang china datang indonesia uhuy kayak tahun berita kayak jadi suudzon,0
"Di tengah lonjakan kasus covid-19 di negeri ini pemerintah akhirnya memberlakukan PPKM tapi pemerintah membiarkan 20 tenaga kerja asing (TKA) dari China  tiba di Bandara Internasional Sultan Hasanuddin,Sulawesi Selatan, Sabtu (3/7) lalu.simak vidio nya yuk
https://t.co/sZMXcgK2B9",tengah lonjakan kasus covid negeri pemerintah memberlakukan pemerintah membiarkan tenaga kerja asing tka china tiba bandara internasional sultan hasanuddin sulawesi selatan sabtu simak vidio nya yuk,0
"Ingat ya temans ini hari ke 4 PPKM darurat jangan keluar rumah kalau tdk urgent , mending nonton pertandingan Brazil v Peru , siapkan camilan biar tambah seru ......",ingat iya temans hari darurat keluar rumah urgent lebih baik menonton pertandingan brazil peru siapkan camilan tambah seru,2
@milisiperang Efek ppkm : pas perhatian kamunya menghilang,efek pas perhatian kamunya menghilang,1
"Wakil Ketua Komisi III DPR RI Ahmad Sahroni meminta aparat kepolisian menindak tegas warga yang sengaja menerobos jalan saat penerapan kebijakan pemberlakuan pembatasan kegiatan masyarakat (PPKM) darurat.
#TegasTegakkanPPKMDarurat https://t.co/Gj9o8FwJZZ",wakil ketua komisi dewan perwakilan rakyat ri ahmad sahroni meminta aparat kepolisian menindak tegas warga sengaja menerobos jalan penerapan kebijakan pemberlakuan pembatasan kegiatan masyarakat darurat,1
"@VIVAcoid Kesono nya aja susah, kena PPKM",kesono nya susah kena,0
"Kesian asli, kaya serbasalah hidup. Keluar rumah, bimbang kena virus, gak keluar bingung kebutuhan.. Blum lagi akhir bulan tagihan muncul. Meledak kepala. Corona ga kena, depresi yang ada. 
Kalo mau PPKM darurat, ya harusnya pemerintah harus bisa jamin kebutuhan masyarakat.",kasihan asli kayak serbasalah hidup keluar rumah bimbang kena virus keluar bingung kebutuhan akhir bulan tagihan muncul meledak kepala corona kena depresi darurat iya pemerintah jamin kebutuhan masyarakat,0
"Pemberlakuan PPKM Darurat untuk wilayah jawa dan Bali harus dipatuhi semua masyarakatnya,

Jgn ngeyel... Please... Jgn ngeyel...! 

#TegasTegakkanPPKMDarurat https://t.co/6cXFjWPGaC",pemberlakuan darurat untuk wilayah jawa bali dipatuhi masyarakatnya ngeyel tolong ngeyel,2
@KompasTV Rakyat kelaparan ga dilaporin akibat dampak PPKM yg membatasi mrk utk berdagang dan bekerja,rakyat kelaparan dilaporin akibat dampak membatasi untuk berdagang bekerja,0
PPKM bisa juga Pelan Pelan Kita Miskin ya ternyata huhu 🥲,pelan pelan miskin iya ternyata huhu,0
Rakyat kelaparan ga dilaporin akibat dampak PPKM yg membatasi mrk utk berdagang dan bekerja https://t.co/MXhCebWkuR,rakyat kelaparan dilaporin akibat dampak membatasi untuk berdagang bekerja,0
"@AdityaK_94 @iyasiapatau @malangkuliner @mahasiswamlg Lagi PPKM bg
Gak iso dolen²",abang iso dolen,1
"PPKM DARURAT ancaman sebagai sumber masalah baru di negeri ini.
Apalagi jika masyarakat tetap saja sebagai obyek kesalahan oleh sudut pandang pemerintah.

@jokowi https://t.co/uIlV9O7UDa",darurat ancaman sumber masalah baru negeri masyarakat tetap obyek kesalahan sudut pandang pemerintah,0
"PPKM
(Pelan pelan Kita Mati)
Mari sama sama kita mati 😀

#IndonesiaKolaps
#IndonesiaKolaps https://t.co/MnawGnmFN5",pelan pelan mati mari mati,0
"@MCentre69 Pak buat program makan utk keluarga yg kesulitan makan terdampak ppkm. Diatur tiap rw atau masjid atau lainnya. InsyaAllah bisa membantu sdr2x kita dari kelaparan. Pelajaran 212 tdk ada yg kelaparan, makanan berlimpah dari umat Islam seluruh penjuru Indonesia",pak program makan untuk keluarga kesulitan makan terdampak diatur rw masjid insyaallah membantu sdr kelaparan pelajaran kelaparan makanan berlimpah umat islam penjuru indonesia,2
Libur semesteran tapi ppkm 🥲,libur semesteran,1
"@Cobeh09 Berlebihan sekali, arogan... klo gak boleh berjualan ya dikasih biaya hidup selama ppkm... baru ditindak klo dah dijalankan kewajiban negara🥵",berlebihan arogan berjualan iya dikasih biaya hidup baru ditindak dijalankan kewajiban negara,0
@Dennysiregar7 Ya elah giliran dana haji mau di audit aja rezim langsung bikin PPKM zona merah zona hitam covid 19 varian rasa baru 🤣🤣🤣🤣 sadar woy tolol 🤣🤣,iya elah giliran dana haji audit rezim langsung zona merah zona hitam covid varian rasa baru sadar woy tolol,0
"@Itheunk3 @LOVEYOUMOMMY2 @TRendusara @faiza_adam @PDemokrat @JakartaDemokrat @RAMujiyono @NinanoyJ @kholil78 @bowmen_m @L4DYOR17 @fatiahalkatiri @UCIKINI @AgusYudhoyono @SBYudhoyono @panca66 @Stevaniehuangg Ember... Kita disuruh di Rumah ajeee. PPKM lah apalah. Laaahh tuuu di Soetta bejibun pada konvoi kek parade kemerdekaan noh si org2 dari negeri mana tau.
Ancooorrrr",ember disuruh rumah apalah soetta konvoi kayak parade kemerdekaan noh sih orang negeri tahu ancor,0
@fuegoleopald kan masa ppkm gini hrus kurangin keluar rumah 🙅‍♀️,masa kurangi keluar rumah,1
@geloraco @erna_st PPKM.. Petugas Pedagang Kembali Mumet,petugas pedagang kembali pusing,0
"Bagaimana covid mau ga makin menggila jika dalam PPKM Darurat masih ada ‘pengecualian’. 

Ada sebuah ‘kuasa’ yang mencengkeram kuat negeri ini hingga sekelas presiden dan DPR saja tidak berdaya. Bahkan untuk sekedar protes. 

#IndonesiaKolaps https://t.co/kzHoTw8ch6",covid menggila darurat pengecualian kuasa mencengkeram kuat negeri sekelas presiden dewan perwakilan rakyat berdaya untuk sekedar protes,0
"Sidak, Tindak, Tegas dan Terukur kepada perusahaan besar yang melanggar PPKM, tak peduli siapapun pemiliknya. Beda sama yang menindak rakyat kecil yg tak berdaya. Katanya Humanis tapi bahan makanan warteg ikut diangkut. Ambyar🥴🥴 https://t.co/fCpnjbDMeL",sidak tindak tegas terukur perusahaan besar melanggar peduli pemiliknya beda menindak rakyat berdaya katanya humanis bahan makanan warung tegal ikut diangkut ambyar,0
@ekowboy2 Dan semoga pak @aniesbaswedan jg berani menindak aparat yg semena2 terhdap rakyat kecil yg lemah yg berdalih penindakan PPKM darurat di wilayahnya 🙏,semoga pak berani menindak aparat semena terhdap rakyat lemah berdalih penindakan darurat wilayahnya,1
@tempodotco yaudah gausah ngebacot terus klo rakyat kecil masih gelar dagangannya disaat PPKM darurat..,ya sudah tidak usah ngebacot terus rakyat gelar dagangannya disaat darurat,0
"@FKadrun Pak buat program makan utk keluarga yg kesulitan makan terdampak ppkm. Diatur tiap rw atau masjid atau lainnya. InsyaAllah bisa membantu sdr2x kita dari kelaparan. Pelajaran 212 tdk ada yg kelaparan, makanan berlimpah dari umat Islam seluruh penjuru Indonesia",pak program makan untuk keluarga kesulitan makan terdampak diatur rw masjid insyaallah membantu sdr kelaparan pelajaran kelaparan makanan berlimpah umat islam penjuru indonesia,2
"PPKM

Pelan
Pelan
Kok
Masuk?
🤣",pelan pelan masuk,1
"@bungsucilik Udah PPKM, matematika dll mbul klo d mks 😂",matematika dan lain-lain mbul mks,1
Dan jalan2 tp krn lg ppkm jd gabole jalan2 dulu👍🏻,jalan jadi gabole jalan,1
@KING__VADUKA PPKM itu untuk menyelamatkan rakyat atau menyengsarakan rakyat ?,untuk menyelamatkan rakyat menyengsarakan rakyat,0
ppkm = pen peluk km,pengen peluk,1
@pedeh_ Ppkm jadi naik,jadi naik,1
PPKM : Pagi Pagi Kena Mental,pagi pagi kena mental,0
"PPKM
Pengen
Pacaran
Kamunya
Menolak",pacaran kamunya menolak,1
"Ya masyarakat Indonesia, mungkinkah tidak selalu bersama handphone kemana-mana, walau terbentang jarak antara kita ... 

Jadi kudet, gak update info ttg PPKM. 

Ya petugas sing sabar membimbing, kasih info, kasih pencerahan, biar jadi Sang Pencerah ... https://t.co/snlr2oFUaS",iya masyarakat indonesia handphone kemana terbentang jarak jadi kudet update informasi iya petugas sing sabar membimbing kasih informasi kasih pencerahan jadi sang pencerah,1
"PPKM
Pengen 
Putus
Karena
Menjenuhkan",putus menjenuhkan,0
"@FriskaRSimbolon Pagi kak, Sehubungan dengan di berlakukan PPKM Darurat Per 7 Juli 2021 - 20 Juli 2021 rute 7D : TMII - Pancoran beroperasi mulai pkl 05:00 - 18:00 WIB. Terima kasih ^ZL",pagi kak sehubungan berlakukan darurat juli juli rute tmii pancoran beroperasi mulai pkl wib terima kasih zl,1
"efek PPKM jawa - bali 
cabe jawa merantau ke padang https://t.co/FJigrwkyWG",efek jawa bali cabe jawa merantau padang,1
@Dennysiregar7 Semua efek PPKM : plonga plongo koyok mukidi https://t.co/Iu92AymYio,efek plonga plongo koyok mukidi,0
"PPKM
Perasaanku 
Padamu
Kian 
Menghilang",perasaanku padamu kian menghilang,1
"@sasugadewajik @GuyonWaton Itu kalo PPKM gak punya pulsa atw paket data kan gak betah PPKM, gak bisa bales tweet @GuyonWaton 😂😂",punya pulsa paket data betah balas tweet,1
@Bengkeltanah2 Sepertinya emang sengaja ingin menyerang pemerintah dg isiu ppkm ... anehnya Pandemi Melonjak yg disalahin Pemerintah jg. ..,sengaja menyerang pemerintah isiu anehnya pandemi melonjak disalahin pemerintah,0
"PPKM: Longgar ke TKA,Ketat ke Warga Sendiri
Lagi'kebijakan penguasa menjadi ironi bagi rakyatnya sendiri.Disaat pemerintah menghimbau masyarakat untuk taat pada prokes dan kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat Darurat pada3hingga20Juli 2021 https://t.co/E4OSeM6mPM",longgar tka ketat warga kebijakan penguasa menjadi ironi rakyatnya disaat pemerintah menghimbau masyarakat untuk taat prokes kebijakan pemberlakuan pembatasan kegiatan masyarakat darurat juli,0
"@RamliRizal Bazzer itu kemungkinan anak anak pki yg sdh gedek,mereka rata rata miskin jadi mereka hanya itu untuk cari makan akibat susah dapat lapangan kerja ada 10 jt Lapangan kerja sdh di ambil oleh cina komonis yg terus masuk tanpa berhenti walaupun PPKM darurat itu berlaku utk rakyat",bazzer kemungkinan anak anak partai komunis indonesia gedek rata rata miskin jadi untuk cari makan akibat susah lapangan kerja juta lapangan kerja ambil cina komonis terus masuk berhenti darurat berlaku untuk rakyat,0
"PPKM
Pak pak kowe mundur....ooo...",pak pak kowe mundur,0
"#TolongPatuhiAturanPPKM
https://t.co/sWjKdC1b2t
Penerapan PPKM Darurat yang diatur dalam Perwali nomor 41 tahun 2021 tentang Pembatasan Kegiatan Masyarakat harus ditaati oleh seluruh masyarakat kota semarang untuk menekan penyebaran Covid-19 .
@jokowi lawan pandemi",penerapan darurat diatur perwali nomor tahun pembatasan kegiatan masyarakat ditaati masyarakat kota semarang untuk menekan penyebaran covid lawan pandemi,2
"#TolongPatuhiAturanPPKM
https://t.co/xKl2uHAgod
Jika masalah subsidi atau stimulus sektor industri tidak diperjelas dan menyebabkan mereka nekat tidak mematuhi PPKM Darurat, pasti kaum buruh yang akan menjadi korban, baik secara ekonomi maupun kesehatan.",masalah subsidi stimulus sektor industri diperjelas menyebabkan nekat mematuhi darurat kaum buruh menjadi korban baik secara ekonomi kesehatan,1
"keberhasilan PPKM darurat dalam menekan laju penyebaran covid-19

#PPKM
#PPKMDarurat
#BersatuLawanCovid19
#NegeriPulihDenganVaksin
#LawanCOVID19
#Vaksin
#NewNormal https://t.co/0dHvo2Wye3",keberhasilan darurat menekan laju penyebaran covid,2
"PPKM DARURAT 
TANGGAL 3 - 20 Juli 2021

- Penyekatan di pintu tol madyopuro / karanglo.
- Melakukan pembatasan mobilitas kegiatan masyarakat mulai pukul 20. 00 Wib dan memberlakukan jam malam.
- operasi yustisi dilakukan pada pagi, siang, dan malam hari. https://t.co/VcrgA01QrK",darurat tanggal juli penyekatan pintu tol madyopuro karanglo melakukan pembatasan mobilitas kegiatan masyarakat mulai pukul wib memberlakukan jam malam operasi yustisi dilakukan pagi siang malam hari,1
Di situasi seperti ini dan di saat PPKM Darurat baiknya kita bersatu untuk saling membantu  #BersamaUntukWarga https://t.co/dyvbhOsX68,situasi darurat sebaiknya bersatu untuk membantu,2
"selamat pagi semuanya 😊🙏

jaga sehatmu, keluargamu &amp; orang2 terkasih dari ganasnya covid saat ini, patuhi prokes &amp; ppkm,
berdiam diri dirumah saat ini lebih baik, sesalmu nanti tiada arti. 🙏

semoga bangsa 🇮🇩 &amp; kita semua diberikan sehat, selamat &amp; kebaikan, Aamiin🤲🤲",selamat pagi jaga sehatmu keluargamu amp orang terkasih ganasnya covid patuhi prokes amp berdiam dirumah baik sesalmu tiada arti semoga bangsa amp diberikan sehat selamat amp kebaikan amin,2
"Kebijakan pemerintah untuk memberlakukan PPKM Darurat adalah ikhtiar terbaik menghentikan penyebaran Covid-19

#TolongPatuhiAturanPPKM

manfaatkan dengan cari info daftar dan ikuti vaksinasi gratis sekitar tempat tinggal kita.

dan berdoa pandemi pasti berakhir
🙏 https://t.co/fXETSXDGR5",kebijakan pemerintah untuk memberlakukan darurat ikhtiar terbaik menghentikan penyebaran covid manfaatkan cari informasi daftar ikuti vaksinasi gratis tempat tinggal berdoa pandemi berakhir,2
"Buat para pengusaha nih,
👉Jika ada tempat usaha yang nekat melanggar ketentuan selama PPKM Darurat maka sanksi pencabutan izin usaha bisa dijatuhkan.

Jadi, #TolongPatuhiAturanPPKM Darurat yaak 🙏

https://t.co/GoGXpAoily",pengusaha tempat usaha nekat melanggar ketentuan darurat sanksi pencabutan izin usaha dijatuhkan jadi darurat ya,1
