,raw,processed,label,predict
1450,"BUMN Disuntik Dana Saat Pandemi
PPKM Darurat Jawa-Bali resmi diperpanjang.Di tengah krisis seperti ini,dana bansos dinilai lambat penyalurannya.Sementara itu, banyak anggaran negara justru dialokasikan untuk insentif,terutama pada 12 perusahaan pelat merah https://t.co/Kr0NqeBVFa",bumn disuntik dana pandemi ppkm darurat jawa bali resmi diperpanjang tengah krisis dana bansos dinilai lambat penyalurannya anggaran negara dialokasikan untuk insentif terutama perusahaan pelat merah,0,2
1451,"Bank BNI Pandaan-JATIM, utk dpt playann hrus dtng dini hr, stngah 7 pgi antrian BankBNI sdh close utk dpt playann CS, ap sprti ni strtginy spy msyrkat tdk bisa ambil uang dbank, prputrn uang dbank BUMN sngja dbuat delay, PPKM ya PPKM tpi gak gini2 amat
#bumnuntukindonesia 
#bumn https://t.co/rXDYja8fjf",bank bni pandaan jatim untuk playann dtng hari stngah pagi antrian bankbni close untuk playann cs strtginy msyrkat ambil uang dbank prputrn uang dbank bumn sngja dibuat delay ppkm iya ppkm,0,0
1452,"Makanya kalo pacaran jangan kaya PPKM di perpanjang mulu😂😂

Kesalip ma orang lain baru mewek🙈 https://t.co/hu4BD7d6wo",pacaran kayak ppkm perpanjang terus kesalip orang baru mewek,1,0
1453,"langkah yang diambil pemerintah sudah tepat, mari bersama kita dukung PPKM dalam percepatan penanganan Covid-19. PPKM Sudah Tepat https://t.co/GdT7VXK01d",langkah diambil pemerintah tepat mari dukung ppkm percepatan penanganan covid ppkm tepat,2,2
1454,"Sudirman mah iyaa...jantungnya ini mah,coba minggirin dikit,pelosok dikit,udahlah ""apa itu PPKM""... ☹️ https://t.co/wX4HRLuTgI",sudirman mah iya jantungnya mah coba minggirin dikit pelosok dikit ppkm,1,0
1455,@keuangannews_id Kalau rakyat nya msh bertenaga setelah ppkm berjilid jilid tanpa dikasih tunjangan hidup ...,rakyat nya bertenaga ppkm berjilid jilid dikasih tunjangan hidup,0,0
1456,PPKM ini kek genosida masyarakat menengah ke bawah...,ppkm kayak genosida masyarakat menengah bawah,0,0
1457,ppkm : pelan pelan kita menggila,ppkm pelan pelan menggila,0,1
1458,"dah tgl2, ppkm besok jd gimna ya",tanggal ppkm besok jadi gimana iya,1,1
1459,@fentianaaa PPKM (Pelan Pelan Kehabisan Money),ppkm pelan pelan kehabisan money,0,1
1460,"Meski tren positif sdh menunjukan penurunan, kita harus tetap waspada, Tetap patuh Prokes secara ketat dan Patuh PPKM. 

#PPKMDemiPemulihanNKRI https://t.co/gSjC509i0r",trend positif menunjukan penurunan tetap waspada tetap patuh prokes secara ketat patuh ppkm,2,2
1461,"Di saat PPKM darurat seperti ini, masih ada penerbangan dari luar negeri. Entah mereka yang datang disuruh isolasi dulu atau langsung ke tempat tujuan.",ppkm darurat penerbangan luar negeri tidak tahu datang disuruh isolasi langsung tempat tujuan,0,0
1462,"@fachrozi @budimandjatmiko Ahhh pengen disuapian aja loenya kan? Loe kira gampang lockdown? Wong PPKM aja dana bantuan banyak dipotong oknum, gimana lock down wah jadi bancakan orang orang yg selama ini, suka teriak teriak lockdown donk. Hal itu dah dipertimbang coiiiiii",ah disuapian loenya kira gampang lockdown ppkm dana bantuan dipotong oknum lock down jadi bancakan orang orang suka teriak teriak lockdown dipertimbang coi,0,0
1463,"@adearmando1 Ppkm darurat 
Lockdown versi negara miskin yg gk mau jamin rakyat nya , jadi akal akalan aja bong",ppkm darurat lockdown versi negara miskin gak jamin rakyat nya jadi akal akalan bong,0,0
1464,@milaaisolihah @bertanyarl Yg knn kok ppkm .. beda sama yang kirian.. hehe,knn ppkm beda kirian he,1,1
1465,@jokowi Tapi Jangan Lupa Dengan Rakyat Kecil nya Atau Pejuang Receh Seperti Saya ini Pak. Semenjak Adanya Lockdown &amp; PPKM  kita tidak bisa menafkahi keluarga tempat usaha bangkrut tabungan habis. Dan untuk bayar cicilan perbulan hanya bisa ngutang ketetangga. Ruwet Pak,lupa rakyat nya pejuang tidak menarik pak semenjak lockdown amp ppkm menafkahi keluarga tempat usaha bangkrut tabungan habis untuk bayar cicilan perbulan ngutang ketetangga ruwet pak,0,0
1466,"@SupirPete2 @Dzawinur @TretanMuslim konten lagi ni, gta v ppkm",konten gta ppkm,1,1
1467,"Udh tau ppkm, masih aja ada yg nongkrong, bodoh bgtt",udah tahu ppkm nongkrong bodoh banget,0,0
1468,"@AZHARFRS Apa mungkin sampai penduduk indonesia 70% selesai di vaxxx, klo tidak dia akan terus gencarkan ppkm level 4, 5 dst 
Jika sudah banyak yg tumbang dia bisa melanjutkan kekuasaannya dgn tenang",penduduk indonesia selesai vax terus gencarkan ppkm level dan seterusnya tumbang melanjutkan kekuasaannya tenang,0,0
1469,PPKM sama Liga 1 ini panitianya sama kayaknya. Mundur2 terus 😂,ppkm liga panitianya mundur terus,0,0
1470,"Cah, ada yg pernah kirim paket dari kdr ke mlg yg sehari lsg sampai nggak selama ppkm ini? Kalo ada, krim pake apa?",cah kirim paket kdr mlg sehari langsung ppkm krim pakai,1,0
1471,"@ega_arlintang Oh iya liburnya digeser ya, PPKM diperpanjang sampe 16 Agustus juga😅",oh iya liburnya digeser iya ppkm diperpanjang agustus,1,1
1472,Gue mau curhattt gue ditinggal nikah temen dari awal ngekos awal ke kampus 😭 sedih si walu orgnya ngeselin tpi tetep temen w itu aaaa mana gabisa dtng ggra ppkm luar jawa trus msh pandemi juga hiksss bestie kenapa kmu nikah dolooo sik https://t.co/knGuXna1jh,curhat ditinggal nikah teman awal tinggal di kos awal kampus sedih sih walu orgnya mengesalkan tetap teman tidak bisa dtng ggra ppkm luar jawa terus pandemi hiks bestie nikah dolo sik,0,0
1473,Dukung PPKM Mikro di Kota Ambon https://t.co/JfTBhOVRZA,dukung ppkm mikro kota ambon,2,2
1474,ppkm....wfh....pagi2 seadem ini.... enaknya merem meneh inimah,ppkm wfh pagi seadem enaknya merem meneh inimah,2,1
1475,"@Byeebyeeefever Benerr, adeknya si bdsm sih ppkm😭😭",benar adeknya sih bdsm sih ppkm,0,1
1476,@tinkestbelle itu dibentak pas ppkm gt sih kayaknya jd kena stop di pos penyekatan gt,dibentak pas ppkm sih jadi kena stop pos penyekatan,0,1
1477,PPKM bikin yg introvert makin introvert 🙃,ppkm introvemakin introve,0,1
1478,"Utk mencegah infeksi Covid-19 semakin meluas, Pemerintah menetapkan PPKM darurat di 15 daerah di luar Jawa Bali yg akan berlaku mulai 12 Juli 2021.
Apa yg harus diperhatikan agar penerapannya berlangsung efektif?

[TALK] Pakar Epidemiologi Univ. Hasanuddin, Prof Ridwan Amiruddin https://t.co/UsZGRQI93Z",untuk mencegah infeksi covid meluas pemerintah menetapkan ppkm darurat daerah luar jawa bali berlaku mulai juli diperhatikan penerapannya berlangsung efektif talk pakar epidemiologi universitas hasanuddin prof ridwan amiruddin,1,1
1479,@geminicakep Aku suka ppkm tapi tanpa pp,suka ppkm pulang pergi,1,1
1480,PPKM yg diberlakukan sejak awal Juli lalu ternyata membawa dampak positif utk mengurangi kasus aktif covid-19. Pasien2 di Rumah Sakit mulai banyak yg sembuh juga. https://t.co/Dw0JcVt4vu,ppkm diberlakukan awal juli ternyata membawa dampak positif untuk mengurangi kasus aktif covid pasien rumah sakit mulai sembuh,2,2
1481,"sudah Ldr, anak strict parent, pas mau ketemu ppkm malah diperpanjang, hedehhhhhhh kasian bgt yg jadi pacarku",hubungan jarak jauh anak strict parent pas ketemu ppkm diperpanjang hedeh kasihan banget jadi pacarku,1,0
1482,"@GresikFess dari jaman ppkm dah buka, nder. Cuma skrg harus pake ngeliatin bukti dah vaksin.",jaman ppkm buka brother pakai melihati bukti vaksin,1,1
1483,"Ppkm ngapain ada pencegatan si, aku gabakal kemana² klo sama kamu🐊",ppkm sedang apa pencegatan sih enggak bakal kemana,1,1
1484,"@ganjarpranowo Tolong pak, di kabupaten Tegal seluruh Camat malah berkaraoke berkumpul dan berfoto ria tanpa menggunakan prokes disaat PPKM DARURAT diberlakukan, harus di berikan sanksi tegas https://t.co/8oip1wkpLt",tolong pak kabupaten tegal camat berkaraoke berkumpul berfoto ria menggunakan prokes disaat ppkm darurat diberlakukan berikan sanksi tegas,0,0
1485,"@kanacutie enggak, ppkm",ppkm,1,1
1486,"@jogmfs Mending masak mie godhok wae ning omah, kan lagi ppkm tur adem bgt kan?",lebih baik masak mie godhok wae ning omah ppkm tur adem banget,1,1
1487,Makin stress g sih ini kalo sampe ppkm di perpanjang,stre sih ppkm perpanjang,0,1
1488,@ursakala ppkm jadi gada yg boleh jualan,ppkm jadi tidak ada jualan,0,1
1489,@erinajulia Be dibilang berhasil dong ya PPKM ini. Ya meski kita kudu sabar banget,be dibilang berhasil iya ppkm iya sabar banget,2,0
1490,memantau secara langsung tentang situasi penyekatan PPKM Darurat melalui udara.,memantau secara langsung situasi penyekatan ppkm darurat udara,1,1
1491,"@aariieefiiaanii @2_penguinn @catchmeupid tp nanti klo ngurusin ini katanya pemerintah indo bukannya ngurusin rakyat yg lg menderita krn PPKM, malah ngurusin ini",mengurusi katanya pemerintah indonesia mengurusi rakyat menderita ppkm mengurusi,0,0
1492,kucing gue mau kawin bgt sih lagi ppkm ntar aja lo,kucing kawin banget sih ppkm,1,0
1493,sedih bgt pngen dftar magang di mojok co tp salah satu syaratny hrus bisa di jogja huaaa. Coba aja ga ppkm :((,sedih banget pengin dftar magang mojok cowok salah satu syaratny jogja hua coba ppkm,0,0
1494,@MELONeIy besok katanya selesai. orangnya gak buka selama ppkm ni 😭,besok katanya selesai orangnya buka ppkm,0,1
1495,Balada kuliah offline. Ppkm. Kampus tutup. Regist lamban. Hotline lamban. Dosen susah dihubungi. Ya Allah sidangku piyeee,balada kuliah oflen ppkm kampus tutup regist lamban hotline lamban dosen susah dihubungi iya allah sidangku piye,0,0
1496,"@nuryantidewi78 Iya mbak terbukti banget PPKM ini menurunin angka pandemi, di Semarang juga udah jarang suara sirine",iya mbak terbukti banget ppkm menurunin angka pandemi semarang jarang suara sirine,2,0
1497,"@DewinthaNonong Yaa meski ppkm tp mbk yaa ngasih solusi jg bagi warganya yg istilahnya hanya bisa makan cuma dari hasil jualan atau apapun yg mengharuskan mereka keluar rumah. Yg kemaren bilang ""tidak anti krirtik, tp beri solusi jg""... ya berlaku buat semua dong, bercermin sedikit yuk lah",ya ppkm mbak ya memberikan solusi warganya istilahnya makan hasil jualan apapun mengharuskan keluar rumah kemarin bilang anti krirtik beri solusi iya berlaku bercermin yuk,0,0
1498,@UB54254859 Klo gak ppkm kita renang yuk diresinda,ppkm renang yuk diresinda,1,1
1499,"Bisa nih buat jadwal arisan tiap perpanjangan ppkm, mingguan soalnya",jadwal arisan perpanjangan ppkm mingguan soalnya,1,1
1500,"Ayo
#TetapProkesJanganKendor
Sekarang jadikan protokol kesehatan menjadi hal yang wajib dilakukan dalam beraktifitas sehari hari khususnya saat ini dalam pemberlakuan PPKM level 4 https://t.co/MeWsnSQRrs",ayo jadikan protokol kesehatan menjadi wajib dilakukan beraktifitas sehari hari pemberlakuan ppkm level,2,2
1501,"@ndorokakung Baiknya memang kapasitas RS diupgrade. Kita awam soal penyakit baru, mengapa disuruh merawat diri sendiri? Kalau begini terus, saya yakin PPKM tidak berhasil, sebab ada penularan yg tak terpantau melalui mrk yg isoman tanpa pengawasan(?)",sebaiknya kapasitas rs diupgrade awam soal penyakit baru disuruh merawat terus yakin ppkm berhasil penularan terpantau isoman pengawasan,0,0
1502,"@VIVAcoid Tp tdk utk pelayanan imigrasi, selama PPKM WNA d larang masuk masih bisa lolos kok..🤭",untuk pelayanan imigrasi ppkm wna larang masuk lolos,0,1
1503,@mjdmms0223 alhamdulillah ppkm ku ramai walau di rmh aja🥰,alhamdulillah ppkm ku ramai rumah,2,1
1504,Lagi ppkm nih,ppkm,1,1
1505,"PPKM meski belum sukses 100%, tapi haailnya telah menunjukkan capaian yang cukup signifikan. Penerintah melakukan kebijakan yang tepat dan terkendali.

Spy sukses makin besar, perlu kesadaran kita sbg rakyat utk taat Prokes dan Vaksin segera..!!

 https://t.co/NoLeG2Tdoi",ppkm sukses haailnya menunjukkan capaian cukup signifikan penerintah melakukan kebijakan tepat terkendali sukses besar perlu kesadaran rakyat untuk taat prokes vaksin,2,2
1506,"Kalo gak ppkm pen ngacir aja rasanya 
😭😭😭😭😭 https://t.co/tMeTBe3hov",ppkm pengen ngacir rasanya,0,1
1507,@BPJSTKinfo BSU yg 2020 blm tersalurkan semua..... Ini udah PPKM lagi .,bsu tersalurkan ppkm,1,1
1508,"Yang pas PSBB Masih bersama
Pas PPKM udah ganti orang, mana suaranya😕",pas psbb pas ppkm ganti orang suaranya,1,1
1509,"Belum bisa nanggung rakyat, sok soan ngatur ppkm jing.

Kami kerja buat keluarga bos, gajadi beban kek lu tikus2 kantor. Utang bejibun lalu dikorupsi dengan kedok program-program tolol.",nanggung rakyat sok soan mengatur ppkm anjing kerja keluarga bos tidak jadi beban kayak tikus kantor utang dikorupsi kedok program program tolol,0,0
1510,@jenjkt Iya kemaren aku baca beritanya beb 😌 ppkm oh ppkm,iya kemarin baca beritanya sayang ppkm oh ppkm,1,1
1511,"@My_LoveNebe Kayaknya biasa nongkrong di taman lawang.
Kena imbas ppkm ini bencong😁",nongkrong taman lawang kena imbas ppkm banci,1,0
1512,@potovideoapik @TretanMuslim PPKM diperpanjang sampai 18 cm.,ppkm diperpanjang,1,1
1513,@Cobeh09 PPKM = Pengen Pergi Ke Moskow.,ppkm pergi moskow,1,1
1514,protaper aku cepet dateng dongggg😭🤲 kalo album gk yakin si wlopun emg sama2 jkt cuma keknya agak lelet gr2 ppkm ini tuh yg sehari bisa jadi dua hari,protaper cepat datang album gak yakin sih wlopun jakarta kayaknya lambat gara ppkm sehari jadi dua hari,0,0
1515,"PPKM 
Pernah Perhatian Kemudian Menghilang = Ghosting dong
Ah sedep 😂😭",ppkm perhatian menghilang ghosting ah sedep,1,1
1516,@separogarangan Tolong dong ppkm lama bgt selesainya WKWWK,tolong ppkm banget selesainya wkwwk,1,0
1517,ppkm diperpanjang sampe lutfy nikah dengan boa hancock,ppkm diperpanjang lutfy nikah boa hancock,1,1
1518,@EagleNeverD Dukung PPKM,dukung ppkm,2,2
1519,"Cape cape buat aturan PPKM tapi di langgar terus ,Saran aja si ini mah mending Pom bensin nya seluruh jawa bali di tutup kelar solusi gada yang keluar rumah asli da 😆",lelah lelah aturan ppkm langgar terus saran sih mah lebih baik pom bensin nya jawa bali tutup kelar solusi tidak ada keluar rumah asli,0,0
1520,Plis kalo tar ppkm di perpanjang lg plis we plis:),plis ppkm perpanjang plis plis,1,1
1521,"@kumparan Apakah pemerintah menerapkan UU kekarantinaan untuk menerapkan PPKM Darurat saat ini, kalau pelanggaran PPKM Darurat akan diterapkan kepada para  pelanggar.",pemerintah menerapkan uu kekarantinaan untuk menerapkan ppkm darurat pelanggaran ppkm darurat diterapkan pelanggar,1,0
1522,@sdhadayangpakai PPKM nih banyak penyekatan,ppkm penyekatan,0,1
1523,"@capparuni Kalau lokdon pemerintah harus bertanggung jawab atas kebutuhan hidup masyarakatnya, karena kaga mau maka diakali lah jadi ppkm 😂 pasal 55 ayat 1 2018",lokdon pemerintah bertanggung jawab atas kebutuhan hidup masyarakatnya diakali jadi ppkm pasal ayat,0,0
1524,"@afifahafra79 Betul. Saya yang biasa jualan buku (sebagai reseller) juga merasakan yg sama. Gudang penerbit yg biasa buka pameran, kini tutup. Seller yg dekat lokasi gudang gak bisa ke sana karena ppkm.",betul jualan buku reseller merasakan gudang penerbit buka pameran tutup seller lokasi gudang ppkm,0,0
1525,"waktu di palangka, karena masih ppkm, jadi malas aja makan ditempat, jadilah drive thru di kfc..

Pesanlah yg promo 5 ayam 3 nasi, sama mocca float 2..

Lalu bayar, ga dikasih struk..",waktu palangka ppkm jadi malas makan ditempat jadilah drive thru kfc pesanlah promo ayam nasi mocca float bayar dikasih struk,1,0
1526,"PPKM Darurat ini sebenarnya gampang dan gak membutuhkan biaya sampai triliunan, gak usah penyekatan sampai bikin heboh. Cukup tutup semua SPBU niscaya tidak ada kendaraan yg jalan dalam 2 hari setelah ditutup. Gak percaya? Coba aja om pleciden",ppkm darurat gampang membutuhkan biaya triliunan perlu penyekatan heboh cukup tutup spbu niscaya kendaraan jalan hari ditutup percaya coba om pleciden,1,0
1527,@zuhrasafitrii halu level ppkm,halu level ppkm,0,1
1528,ppkm = pagi pagi km menangis https://t.co/gDfa6coXJ3,ppkm pagi pagi menangis,0,1
1529,"@noyPDL @gwdira @bulansutenaa nah, semoga PPKM tidak berubah nama 😭",semoga ppkm berubah nama,1,1
1530,Pengurus rt gue kaya ngadain sumbangan gitu buat bantu warga yang kena dampak ppkm,pengurus kayak mengadakan sumbangan bantu warga kena dampak ppkm,2,0
1531,@FOODFESS2 Sial ppkm 😭,sial ppkm,0,1
1532,@ArmiSatria8 @RachlanNashidik Terus apa beda PPKM sama Lockdown cing ? nih gue kasi tau sama elo ya .. selama lockdown pemerintah harus biayai kebutuhan rakyatnya karna ada didalam UU dan PPKM gak biayai rakyatnya tapi gak boleh kemana mana .. apa elo gak perlu uang utk makan misalnya.,terus beda ppkm lockdown cing kasih tahu lo iya lockdown pemerintah biayai kebutuhan rakyatnya didalam uu ppkm biayai rakyatnya kemana lo perlu uang untuk makan misalnya,0,0
1533,@shitlicious Nyari yang sekiranya bisa ngajak chat lah minimal. Bosan ppkm darurat tanpa chat.. bosen di kamar terus #BiroJomblo https://t.co/lVj1LklCiN,mencari mengajak chat minimal bosan ppkm darurat chat bosan kamar terus,0,0
1534,"CW // Gaji

Work! Gaes aku kan punya nazar, kalo nerima gaji pertama mau traktir keluarga. Nah brhubung ppkm gabisa kemana2, enaknya beli apa ya yg bisa dimakan brg2 dirumah? Bdgt 100-150an btw.",cewek gaji work guys punya nazar menerima gaji pertama traktir keluarga brhubung ppkm tidak bisa kemana enaknya beli iya dimakan bareng dirumah bdgt an ngomong-ngomong,1,0
1535,@nottnadiaa Ppkm jdi gk diadain sholat ied :(((,ppkm jadi gak diadain sholat ied,0,1
1536,"@AripArslam kebijakannya gk serius...

dari awal pandemi bukan membaik malah jd parah, grafik yg meninggalpun naik nanjak.
dl PSBB skg jadi PPKM Mikro darurat, artinya gk ada progress apa yg dikerjakan rezim @jokowi

sayang mahasiswa kita @BEM_SI @BEMUI_Official msh terlelap dlm tidurnya",kebijakannya gak serius awal pandemi membaik jadi parah grafik meninggalpun naik nanjak psbb jadi ppkm mikro darurat artinya gak progre dikerjakan rezim sayang mahasiswa terlelap tidurnya,0,1
1537,@tubirfess Lu se nolep apa sih bisa sampe gak peka di luar ada apa? Gw yg nolep ajh tw ppkm diperpanjang seminggu sekali..,nolep sih peka luar nolep tahu ppkm diperpanjang seminggu,0,1
1538,@rahung @DonAdam68 @jokowi @mohmahfudmd @jokowi  pekok..laksanakan PPKM...Plonga Plongo Kapan Mundur..?,pekok laksanakan ppkm plonga plongo mundur,0,0
1539,@gxgacc Ppkm ga si brou,ppkm sih bro,1,1
1540,"Setelah ppkm jadi anak gym, kembali ke laptop setelah vakum setahun lamanya 😅 mudah mudahan karena daftar untuk setahun jadi rajin karena sayang uangnya 😅 https://t.co/DjTczqvljs",ppkm jadi anak gym kembali laptop vakum setahun mudah mudahan daftar untuk setahun jadi rajin sayang uangnya,1,0
1541,@rabulbulbul Waaa coba kalo bisa foto di tempatku ya bul. Ku bisa sekalian liat2 tuhh wkwk sayangnya ppkm huftt 🥲,whatsapp coba foto tempatku iya bul ku lihat tuh wkwk sayangnya ppkm huftt,0,1
1542,Ngapain coba dia ngeluyur nga jelas ke Grogol kayak begini? Menimbulkan kerumunan aja. Terus buat apa PPKM berjilid-jilid? https://t.co/es3gPgZAuH,sedang apa coba ngeluyur jelas grogol menimbulkan kerumunan terus ppkm berjilid jilid,0,0
1543,Aku sabar nunggu ppkm rampung :),sabar menunggu ppkm rampung,2,1
1544,"Gegara pada gak taat PROKES...
Berlaku lah PPKM...
Gegara berlaku PPKM...
tumbang lah periuk di dapur....

...Maka nya jang seenak UDEL NYA SENDIRI...",gara-gara taat prokes berlaku ppkm gara-gara berlaku ppkm tumbang periuk dapur nya jang seenak udel nya,0,0
1545,Kenapa google assistant akhir2 ini suruh gw wfo sih? Hey kamu ga tau ini lagi ppkm! https://t.co/gxTjGxeoA5,google menjadi seseorang istant akhir suruh wfo sih hai tahu ppkm,1,1
1546,"@MelvinTandjaja Sama - sama😊
Kita masih belum bs malming kan krn ada PPKM di antara kita.
Kita ngopi di rumah masing2 yaa☺☺",malam minggu ppkm ngopi rumah ya,0,1
1547,"Sesuai anjuran, jarang keluar rumah selama PPKM. Sekalinya kayuh sepeda, sepuluh kilo saja sudah kembang kempis. Ngeri juga efek PPKM untuk pesepeda kasual begini.",sesuai anjuran jarang keluar rumah ppkm sekalinya kayuh sepeda sepuluh kilo kembang kempis ngeri efek ppkm untuk pesepeda kasual,0,1
1548,@fvckannisa Pelihara prempun ku manja (PPKM)😂,pelihara prempun ku manja ppkm,1,1
1549,@shitlicious Obvitnas yang ada di Jawa Bali PPKM gak?,obvitnas jawa bali ppkm,1,1
1550,"@Saham_fess rd mah mana ada koreksi dalem. reksadana ga kayak saham, selama manajer investasinya jago ya dia bakal pilih saham2 yg berpotensi naik, yg downtrend pasti dikeluarin.
jarvis turun kemaren karna efek ppkm jd hampir semua saham turun semua dan itu wajar.",rd mah koreksi dalem reksadana saham manajer investasinya jago iya bakal pilih saham berpotensi naik downtrend dikeluarin jarvis turun kemarin efek ppkm jadi saham turun wajar,0,0
1551,"@mulya78 Ayo vaksin, Patuhi prokes dan PPKM. Berani peduli untuk Indonesia sehat..

Fb bang😀",ayo vaksin patuhi prokes ppkm berani peduli untuk indonesia sehat fb mas,2,2
1552,@detikcom Di tambah terus...apakah sudah ada yg dapat saat ppkm kemaren ya????,tambah terus ppkm kemarin iya,1,0
1553,ini brrt ppkm kaya awal pandemi ya? 😃,brppkm kayak awal pandemi iya,1,1
1554,@bareksacom PPKM yang telah diterapkan mampu mengatasi kasus harian pandemi. Semoga ini menjadi harapan agar perekonomian normal kembali.,ppkm diterapkan mengatasi kasus harian pandemi semoga menjadi harapan perekonomian normal kembali,2,2
1555,Grgr luyaa ppkm diperpanjang terus. https://t.co/D6jCJqu87E,gara-gara luyaa ppkm diperpanjang terus,1,0
1556,"Kemaren lagi-lagi pengen keliling melihat dunia malam Bandung pas PPKM.

Beda Kota, beda Kabupaten. 
Kota sepi 
Kabupaten penuh dengan orang Kota 🤣",kemarin keliling melihat dunia malam bandung pas ppkm beda kota beda kabupaten kota sepi kabupaten penuh orang kota,1,1
1557,"@yoodiest gapapa lagi ppkm juga, happy ied adha ya🥰",gapapa ppkm bahagia ied adha iya,2,1
1558,@yulakusuma Hehehe untungnya ada yg kirim pas PPKM,hehehe untungnya kirim pas ppkm,1,1
1559,@Dputrisolo Tindak tegas pelanggar PPKM Darurat,tindak tegas pelanggar ppkm darurat,2,1
1560,"@ainunnajib Belum lock down baru PPKm saja banyak ma
Syarikat yg menantang tidak mau patuh.
Di bandara org ada yg mengamuk tidak izinkan terbang ke propinsi lain atau daerah lain",lock down baru ppkm syarikat menantang patuh bandara orang mengamuk izinkan terbang propinsi daerah,0,1
1561,"Hasil dialog pemerintah dan bbrpa UNIV  salah satunya UNIV AIRLANGGA SBY pun setuju dengan PPKM darurat, pengusaha pun menilai ini sudah tepat. Untuk pencegahan keganasan covit yg menalanda dunia, inget DUNIA bukan hanya Indonesia saja yg terpuruk
#PPKMVaksinasiSaveNKRI https://t.co/bcutfT57ib",hasil dialog pemerintah universitas salah satunya universitas airlangga surabaya setuju ppkm darurat pengusaha menilai tepat untuk pencegahan keganasan covit menalanda dunia ingat dunia indonesia terpuruk,2,0
1562,@uwupip0l bisa dine in pas ppkm nih,dine pas ppkm,1,1
1563,@TofaTofa_id Gi pada mikirin buat pengganti istilah²  ppkm pe 2024..biar gada kata lockdown,gi memikirkan pengganti istilah ppkm pe tidak ada kata lockdown,0,0
1564,"Kapan kelarnnya ini series PPKM Level 4, nambah episode mulu kayak tukang haji naik bubur",kelarnnya series ppkm level bertambah episode terus tukang haji naik bubur,0,1
1565,"Anjir, PPKM e nyicil teros. Tai banget",  ppkm mencicil teros tahi banget,0,0
1566,"-Masa PPKM -
Influencer (food blogger) : Makan² dan kumpul² di luar, sekalian shoping, alesan uda swab dll, dengan berkedok membantu umkm karena program pemerintah. Ngomong ae golek duit utk pribadi dg embel² bantu umkm.
Kntl",masa ppkm influencer food blogger makan kumpul luar shoping alesan swab dan lain-lain berkedok membantu umkm program pemerintah bicara golek duit untuk pribadi embel bantu umkm kntl,0,0
1567,PPKM Putar Puter Ketolak Melulu... Inilah yg saya hadapi ketika bapak saya sakit mencari rs. Akhir nya  apak saya meninggal d perjalanan. Semoga lebih bijak lagi rs dlm menangani pasien yg sdng kritis. Tidak sekedar menolak tapi d tangani terlebih dahulu.,ppkm putar puter ketolak melulu hadapi bapak sakit mencari rs akhir nya apak meninggal perjalanan semoga bijak rs menangani pasien sdng kritis sekedar menolak tangani,0,0
1568,Ni ppkm bikin gila lama2,ppkm gila,0,1
1569,"@hidahidaan PPKM
Pagi Pagi Kudu Mandi  

Sesuai lagu.",ppkm pagi pagi mandi sesuai lagu,1,1
1570,@dusrimulya Pem hrsnya support ppkm darurat mrk yg terdampak berikan pinjaman tanpa bunga shg mrk bs tetap bertahan hidup tentu mrk yg mmeinjam jg hrs jujir dan gak memanipulasi,pem suppoppkm darurat terdampak berikan pinjaman bunga tetap bertahan hidup mmeinjam jujir memanipulasi,2,0
1571,@justranka Ppkm dirumah dlu,ppkm dirumah,1,1
1572,"Lah iya baru sadar 
Klw janji kampanye kemarin "" SUDAH TIDAK BEBAN 5 TH KEDEPAN"" 
Pesawat di cat 
PPKM di perpanjang 
Yg mengakibatkan utang menumpuk",iya baru sadar janji kampanye kemarin beban tahun kedepan pesawat cat ppkm perpanjang mengakibatkan utang menumpuk,0,1
1573,Perpanjangan bansos oleh Pemerintah selama PPKM Darurat bertujuan untuk membantu masyarakat miskin bertahan di tengah pandemi covid19.,perpanjangan bansos pemerintah ppkm darurat bertujuan untuk membantu masyarakat miskin bertahan tengah pandemi covid,2,2
1574,"Pagi ges, semoga hari ini ppkm ga dilanjut ya~🌝🌞",pagi guys semoga hari ppkm dilanjut iya,1,1
1575,PPKM diperpanjang sampe orang kalimantan bisa menjadi presiden https://t.co/YYKVH7q7Is,ppkm diperpanjang orang kalimantan menjadi presiden,1,0
1576,ppkm mulu bgst kelar kaga covid,ppkm terus bangsat kelar covid,0,0
1577,"@fvckyouimfangky @reinaldomaramis @catsedih sorry nih tau arti prokes ga? prokes sama ppkm itu beda, jualan ya jualan nyari duit ya nyari duit tapi tetep prokes. gmn sih ah 🤣🤣🤣",maaf tahu arti prokes prokes ppkm beda jualan iya jualan mencari duit iya mencari duit tetap prokes gimana sih ah,0,0
1578,"@lintang_ayoe @ainunnajib @ariel_heryanto @na_dirs Justru itulah yang dibutuhkan pemerintah an. Inilah yang dicari oleh Masyarakat Indonesia yang stay dirumah aja, rebahan sambil stay lihat Twitter sampai PPKM Selesai.",dibutuhkan pemerintah an dicari masyarakat indonesia tinggal dirumah rebahan tinggal lihat twitter ppkm selesai,2,0
1579,"@lirihgerimis_ PPKM, tong rame2 😑",ppkm tong ramai,1,0
1580,Dukung PPKM mikro https://t.co/YSaKWeLYC7,dukung ppkm mikro,2,2
1581,@geloraco @PutraWadapi Hore... Angka kematian covid sudah Nol... Indonesia sudah bebas covid.... Tapi kok PPKM.. di perpanjang terus.. kayak nyicil kredit..,hore angka kematian covid nol indonesia bebas covid ppkm perpanjang terus mencicil kredit,0,0
